Support Ticket ID,Product,Customer,Status,Priority,CSAT Score,TTR (hours),Created Date,Resolved Date,Comments
SUP-11402,FNB,Charlie03,Pending,Urgent,5,59,2023-01-07,2024-03-26,Excellent support
SUP-11403,FNA,Papa04,Open,Low,3,31,2023-01-18,2023-07-24,Need follow-up
SUP-11404,FNA,Echo02,Open,Low,3,121,2025-04-18,2025-03-02,Unclear communication
SUP-11405,FNB,Lima03,Closed,Medium,2,16,2024-04-03,2024-06-21,Need follow-up
SUP-11406,FNA,November01,Closed,Urgent,3,112,2025-01-21,2024-09-29,Customer waited too long
SUP-11407,FNC,Bravo01,Pending,High,4,108,2024-10-24,2025-04-26,Slow response time
SUP-11408,FNC,Echo03,Closed,Medium,5,160,2023-09-05,2025-05-01,Customer waited too long
SUP-11409,FNB,Bravo01,Open,High,4,138,2025-03-02,2024-05-25,Pending customer feedback
SUP-11410,FNC,Juliet04,Closed,Low,1,93,2025-03-27,2023-09-01,Helpful and responsive
SUP-11411,FNC,Uniform03,Open,Low,2,114,2023-07-05,2024-01-21,Product feature missing
SUP-11412,FNC,Sierra04,Open,High,4,130,2024-05-04,2025-03-11,Slow response time
SUP-11413,FNB,Yankee04,Open,Urgent,3,152,2025-05-15,2024-10-20,Resolved after escalation
SUP-11414,FNB,Whiskey04,In Progress,Low,5,9,2024-04-26,2024-03-19,Product feature missing
SUP-11415,FNB,Lima04,Closed,Low,3,102,2023-12-19,2025-07-07,Customer waited too long
SUP-11416,FNA,Yankee03,Open,Medium,5,97,2025-02-10,2023-08-08,Customer waited too long
SUP-11417,FNC,Foxtrot03,Open,Urgent,3,133,2024-03-01,2024-03-22,Customer waited too long
SUP-11418,FNA,November03,Closed,Medium,3,75,2024-04-12,2024-10-13,Resolved after escalation
SUP-11419,FNA,India02,Pending,Urgent,2,58,2024-07-18,2023-04-09,Customer waited too long
SUP-11420,FNA,Victor03,Closed,High,4,62,2023-10-25,2024-11-12,Customer waited too long
SUP-11421,FNC,Yankee01,Open,Low,5,75,2025-02-04,2024-01-05,Excellent support
SUP-11422,FNC,Oscar02,Closed,High,3,45,2023-02-08,2024-08-12,Helpful and responsive
SUP-11423,FNB,Tango01,Pending,Medium,3,38,2024-03-29,2023-04-26,Slow response time
SUP-11424,FNB,Yankee02,In Progress,Low,3,45,2025-04-09,2024-03-28,Pending customer feedback
SUP-11425,FNA,Xray01,Closed,Medium,1,105,2023-06-28,2024-06-17,Resolved after escalation
SUP-11426,FNA,Hotel02,Pending,High,1,141,2023-11-22,2024-06-23,Pending customer feedback
SUP-11427,FNC,Papa01,Closed,Urgent,3,33,2023-07-03,2024-01-03,Slow response time
SUP-11428,FNA,Uniform02,Open,Medium,1,68,2023-05-08,2025-04-11,Customer waited too long
SUP-11429,FNA,November04,Pending,Medium,4,128,2025-06-19,2025-05-29,Pending customer feedback
SUP-11430,FNB,Yankee03,In Progress,Medium,2,2,2023-12-12,2025-03-21,Customer waited too long
SUP-11431,FNB,Bravo01,Pending,Urgent,4,3,2025-07-19,2024-12-18,Unclear communication
SUP-11432,FNB,Alpha04,Closed,High,3,109,2023-04-06,2025-06-04,Product feature missing
SUP-11433,FNC,Romeo01,Open,Medium,4,59,2024-12-26,2023-02-25,Issue resolved quickly
SUP-11434,FNA,Juliet03,Open,Low,4,130,2024-01-26,2024-06-14,Customer waited too long
SUP-11435,FNC,Tango03,In Progress,High,3,28,2024-10-22,2024-07-20,Unclear communication
SUP-11436,FNB,Sierra01,Pending,Low,4,125,2023-08-27,2023-10-12,Unclear communication
SUP-11437,FNA,Mike02,In Progress,Medium,3,137,2024-11-30,2024-12-07,Slow response time
SUP-11438,FNB,Romeo04,In Progress,Urgent,5,22,2024-06-30,2024-11-22,Issue resolved quickly
SUP-11439,FNA,Sierra02,Closed,Low,4,54,2025-07-18,2023-07-30,Helpful and responsive
SUP-11440,FNB,Foxtrot02,Pending,Medium,2,67,2023-06-30,2023-12-28,Product feature missing
SUP-11441,FNC,Victor04,In Progress,Medium,1,5,2023-10-03,2024-09-08,Issue resolved quickly
SUP-11442,FNC,Foxtrot04,Closed,Low,4,60,2025-07-09,2024-01-05,Need follow-up
SUP-11443,FNA,Sierra01,Pending,Low,1,113,2023-02-08,2023-02-01,Resolved after escalation
SUP-11444,FNB,Foxtrot02,In Progress,Low,2,159,2024-07-24,2025-01-13,Resolved after escalation
SUP-11445,FNB,India02,Pending,Low,4,82,2024-02-18,2024-01-16,Customer waited too long
SUP-11446,FNB,Lima04,Open,High,1,139,2024-01-22,2023-11-10,Product feature missing
SUP-11447,FNC,Sierra04,Pending,Low,4,24,2023-12-05,2024-08-20,Excellent support
SUP-11448,FNA,Uniform01,Pending,High,4,93,2023-07-24,2025-04-21,Issue resolved quickly
SUP-11449,FNA,Alpha04,Open,High,2,46,2024-12-01,2023-03-27,Product feature missing
SUP-11450,FNB,Oscar01,Pending,High,1,42,2025-01-15,2024-03-20,Excellent support
SUP-11451,FNB,Papa03,In Progress,High,1,121,2025-05-29,2025-05-13,Product feature missing
SUP-11452,FNB,Hotel02,In Progress,Low,1,106,2024-05-14,2023-10-28,Resolved after escalation
SUP-11453,FNA,Yankee04,Pending,Low,3,7,2024-10-05,2023-05-20,Excellent support
SUP-11454,FNA,Quebec01,Closed,Medium,4,128,2024-10-17,2023-05-29,Slow response time
SUP-11455,FNC,Yankee01,Pending,Low,4,147,2023-08-31,2024-04-17,Product feature missing
SUP-11456,FNA,Whiskey03,Open,Low,5,145,2024-08-18,2023-03-09,Issue resolved quickly
SUP-11457,FNA,Tango02,In Progress,High,2,71,2024-05-23,2025-03-13,Unclear communication
SUP-11458,FNC,Alpha04,Closed,Medium,2,67,2024-07-12,2023-02-11,Slow response time
SUP-11459,FNA,India03,Pending,Low,3,34,2024-05-27,2024-08-10,Issue resolved quickly
SUP-11460,FNA,India01,In Progress,High,1,98,2023-11-25,2025-06-23,Unclear communication
SUP-11461,FNB,Mike03,Pending,Low,4,53,2024-07-04,2023-11-27,Need follow-up
SUP-11462,FNC,Charlie04,In Progress,Medium,1,152,2025-06-21,2023-12-13,Customer waited too long
SUP-11463,FNB,Quebec04,Open,Low,1,55,2025-06-05,2024-12-30,Product feature missing
SUP-11464,FNC,Yankee02,Pending,Low,3,85,2024-05-23,2023-09-20,Excellent support
SUP-11465,FNC,Tango02,Closed,Low,2,91,2025-02-05,2024-06-15,Pending customer feedback
SUP-11466,FNA,Alpha02,Closed,Low,3,86,2024-10-31,2023-01-01,Need follow-up
SUP-11467,FNB,Whiskey03,Closed,Low,1,14,2024-01-21,2025-01-27,Excellent support
SUP-11468,FNC,Xray03,In Progress,Urgent,1,142,2025-05-14,2023-08-27,Excellent support
SUP-11469,FNC,India01,In Progress,Medium,3,123,2024-09-16,2024-02-02,Helpful and responsive
SUP-11470,FNC,Whiskey03,In Progress,High,4,45,2025-03-16,2023-07-05,Customer waited too long
SUP-11471,FNC,Lima01,Open,Medium,3,115,2024-06-25,2024-07-22,Issue resolved quickly
SUP-11472,FNA,November04,Open,Medium,2,59,2024-12-02,2023-04-14,Customer waited too long
SUP-11473,FNA,Golf04,Open,Low,5,43,2023-09-24,2023-06-11,Issue resolved quickly
SUP-11474,FNC,Yankee02,Pending,Low,2,139,2023-02-21,2024-03-20,Product feature missing
SUP-11475,FNB,Hotel02,In Progress,Low,2,90,2024-12-08,2025-02-13,Slow response time
SUP-11476,FNB,India02,In Progress,Low,5,57,2025-06-10,2024-02-01,Helpful and responsive
SUP-11477,FNC,Alpha01,Closed,Low,5,148,2025-05-11,2023-06-04,Pending customer feedback
SUP-11478,FNC,Mike04,Open,Low,5,3,2025-06-30,2023-02-24,Helpful and responsive
SUP-11479,FNA,Delta01,Open,Low,2,145,2025-06-06,2025-06-10,Helpful and responsive
SUP-11480,FNB,Uniform02,Pending,Medium,3,75,2024-03-07,2024-07-13,Resolved after escalation
SUP-11481,FNB,Juliet04,In Progress,Low,2,134,2023-09-27,2025-05-06,Issue resolved quickly
SUP-11482,FNB,Quebec01,Closed,Low,3,55,2024-03-17,2023-03-31,Unclear communication
SUP-11483,FNA,Charlie01,Pending,Medium,3,65,2023-04-15,2025-02-24,Product feature missing
SUP-11484,FNC,Romeo02,Open,High,3,160,2024-05-20,2025-02-08,Customer waited too long
SUP-11485,FNA,Romeo04,Pending,High,4,139,2025-07-06,2023-04-24,Slow response time
SUP-11486,FNC,Romeo04,Pending,Urgent,1,69,2024-02-01,2023-11-04,Pending customer feedback
SUP-11487,FNB,Victor04,Closed,Low,1,38,2024-11-28,2024-08-28,Pending customer feedback
SUP-11488,FNC,Mike01,Closed,High,4,8,2025-02-07,2023-05-11,Product feature missing
SUP-11489,FNB,Golf01,Pending,Medium,4,19,2024-03-22,2025-04-11,Customer waited too long
SUP-11490,FNC,Golf02,In Progress,Low,4,86,2025-02-27,2025-07-02,Customer waited too long
SUP-11491,FNC,Golf02,In Progress,Urgent,5,99,2023-07-01,2023-09-12,Excellent support
SUP-11492,FNC,Juliet04,Open,Low,1,97,2024-03-17,2023-07-23,Product feature missing
SUP-11493,FNA,India02,Open,Medium,2,20,2024-07-30,2024-05-04,Unclear communication
SUP-11494,FNB,Bravo04,Pending,Low,3,84,2024-04-09,2024-01-25,Helpful and responsive
SUP-11495,FNA,Alpha02,Pending,Medium,4,132,2023-10-24,2024-02-12,Product feature missing
SUP-11496,FNC,Uniform02,Closed,Urgent,1,9,2024-12-15,2023-04-02,Issue resolved quickly
SUP-11497,FNB,Delta04,Pending,Low,4,22,2024-07-07,2024-04-01,Slow response time
SUP-11498,FNB,Whiskey04,Closed,Urgent,2,147,2025-03-14,2023-05-30,Resolved after escalation
SUP-11499,FNA,Romeo04,Closed,Urgent,2,119,2024-09-03,2023-11-17,Need follow-up
SUP-11500,FNB,Papa03,Closed,High,3,88,2023-10-17,2024-03-23,Need follow-up
SUP-11501,FNB,Echo02,In Progress,High,3,36,2025-07-31,2024-06-27,Slow response time
SUP-11502,FNC,Juliet03,Pending,Urgent,5,87,2025-06-26,2024-02-08,Unclear communication
SUP-11503,FNC,Kilo02,In Progress,Urgent,4,160,2023-02-08,2025-06-26,Need follow-up
SUP-11504,FNC,Uniform03,Open,Low,3,109,2025-07-10,2023-09-17,Customer waited too long
SUP-11505,FNA,Hotel04,Open,Medium,5,101,2024-08-16,2023-11-18,Excellent support
SUP-11506,FNA,Papa02,Closed,High,3,147,2024-03-26,2025-07-08,Need follow-up
SUP-11507,FNC,Hotel04,In Progress,Low,1,122,2024-09-26,2025-02-04,Issue resolved quickly
SUP-11508,FNC,Victor01,Open,Urgent,3,23,2024-09-05,2024-08-27,Helpful and responsive
SUP-11509,FNC,Xray01,Open,Urgent,1,149,2025-04-24,2025-07-07,Issue resolved quickly
SUP-11510,FNA,Romeo01,Closed,Low,5,44,2025-05-11,2023-11-17,Helpful and responsive
SUP-11511,FNC,Uniform04,Pending,Urgent,5,128,2024-03-26,2025-07-28,Product feature missing
SUP-11512,FNB,Foxtrot02,Pending,High,3,131,2023-08-01,2023-03-28,Pending customer feedback
SUP-11513,FNA,Golf03,Pending,High,1,56,2024-02-04,2024-04-30,Helpful and responsive
SUP-11514,FNC,Alpha01,Open,Low,5,39,2023-07-26,2024-12-15,Customer waited too long
SUP-11515,FNC,Delta01,Closed,Medium,1,130,2024-01-16,2023-10-08,Slow response time
SUP-11516,FNC,Yankee01,Closed,Low,5,148,2025-05-22,2024-10-24,Need follow-up
SUP-11517,FNA,Bravo02,Pending,Medium,2,86,2023-06-26,2024-12-10,Issue resolved quickly
SUP-11518,FNA,Delta01,Open,High,4,34,2024-06-10,2024-10-04,Helpful and responsive
SUP-11519,FNB,Tango02,Pending,High,5,72,2025-04-16,2024-01-03,Pending customer feedback
SUP-11520,FNA,Romeo04,Open,High,4,28,2023-04-02,2024-06-29,Resolved after escalation
SUP-11521,FNA,Quebec03,Open,Urgent,5,70,2024-07-12,2025-07-25,Excellent support
SUP-11522,FNC,Juliet01,Pending,Urgent,4,51,2024-07-15,2023-04-15,Pending customer feedback
SUP-11523,FNB,Sierra04,Open,Medium,2,107,2023-06-09,2024-10-28,Issue resolved quickly
SUP-11524,FNB,Bravo04,Pending,Low,3,137,2025-01-13,2025-04-21,Customer waited too long
SUP-11525,FNB,Xray01,In Progress,Urgent,3,157,2023-07-28,2024-09-29,Pending customer feedback
SUP-11526,FNC,Echo04,Open,High,5,90,2025-04-26,2025-01-28,Customer waited too long
SUP-11527,FNA,Papa02,In Progress,High,3,101,2024-01-16,2025-01-11,Unclear communication
SUP-11528,FNB,Foxtrot03,Open,Medium,5,55,2025-06-14,2023-03-18,Product feature missing
SUP-11529,FNB,Quebec04,Closed,High,5,111,2023-12-06,2024-10-01,Resolved after escalation
SUP-11530,FNB,Golf01,Closed,Low,3,72,2023-11-25,2023-02-18,Pending customer feedback
SUP-11531,FNB,Hotel04,Closed,High,1,40,2024-01-29,2023-12-22,Product feature missing
SUP-11532,FNC,Oscar02,Pending,Urgent,3,151,2023-01-10,2023-07-20,Helpful and responsive
SUP-11533,FNA,Golf01,Pending,Low,5,106,2025-05-29,2024-01-25,Slow response time
SUP-11534,FNB,Romeo01,In Progress,Medium,4,113,2024-08-08,2023-09-09,Pending customer feedback
SUP-11535,FNA,Charlie02,In Progress,High,5,61,2024-06-24,2024-09-13,Product feature missing
SUP-11536,FNA,Papa04,Open,Medium,4,119,2023-01-29,2023-01-20,Excellent support
SUP-11537,FNC,Hotel03,Open,High,4,129,2024-12-27,2024-12-29,Customer waited too long
SUP-11538,FNC,Alpha04,Pending,Medium,1,152,2025-01-25,2024-10-06,Product feature missing
SUP-11539,FNB,Oscar01,Closed,Medium,3,157,2025-01-12,2025-07-22,Excellent support
SUP-11540,FNB,Romeo03,In Progress,Medium,3,16,2024-04-28,2023-03-21,Product feature missing
SUP-11541,FNB,India02,Closed,Medium,2,161,2025-03-07,2024-08-13,Need follow-up
SUP-11542,FNC,Foxtrot01,In Progress,High,4,111,2024-05-29,2024-01-05,Resolved after escalation
SUP-11543,FNC,Uniform03,Open,Low,4,1,2023-08-05,2023-02-28,Helpful and responsive
SUP-11544,FNA,Bravo03,Open,High,1,104,2023-04-05,2023-05-14,Product feature missing
SUP-11545,FNA,Yankee02,Open,Low,1,141,2025-03-08,2024-05-05,Need follow-up
SUP-11546,FNA,Oscar02,In Progress,High,3,72,2024-05-05,2023-12-26,Need follow-up
SUP-11547,FNC,India01,In Progress,Urgent,3,140,2025-03-11,2025-01-28,Resolved after escalation
SUP-11548,FNC,Kilo02,Pending,Low,4,16,2025-01-27,2023-11-03,Helpful and responsive
SUP-11549,FNC,November01,Pending,Medium,2,11,2023-10-28,2025-06-27,Resolved after escalation
SUP-11550,FNC,Victor01,Closed,High,1,102,2025-05-20,2024-07-17,Helpful and responsive
SUP-11551,FNC,November03,Pending,Urgent,5,5,2024-03-06,2024-10-18,Issue resolved quickly
SUP-11552,FNB,Mike02,Open,Medium,1,112,2023-10-26,2024-05-10,Unclear communication
SUP-11553,FNA,Juliet02,Closed,High,5,161,2025-07-01,2025-01-15,Slow response time
SUP-11554,FNB,Uniform01,Closed,High,5,10,2024-05-14,2023-11-06,Product feature missing
SUP-11555,FNA,Lima02,Open,Urgent,3,20,2025-06-07,2024-06-10,Customer waited too long
SUP-11556,FNB,Uniform01,Open,Low,5,127,2023-04-27,2023-10-12,Product feature missing
SUP-11557,FNB,Delta03,Closed,Medium,2,14,2023-08-14,2024-09-03,Pending customer feedback
SUP-11558,FNC,Bravo04,Open,High,3,14,2024-04-20,2025-04-29,Slow response time
SUP-11559,FNC,Mike01,Pending,High,3,164,2025-07-09,2024-08-08,Customer waited too long
SUP-11560,FNC,November01,Open,Medium,5,105,2024-10-27,2023-01-17,Customer waited too long
SUP-11561,FNB,Juliet01,In Progress,Low,4,64,2025-01-18,2024-05-30,Resolved after escalation
SUP-11562,FNB,Uniform03,Closed,Medium,2,137,2025-04-08,2024-10-12,Helpful and responsive
SUP-11563,FNC,Xray01,Open,High,3,25,2023-04-13,2023-05-21,Unclear communication
SUP-11564,FNC,Juliet02,Closed,Medium,5,2,2024-08-12,2023-02-23,Pending customer feedback
SUP-11565,FNB,Yankee01,Closed,Low,4,67,2024-10-09,2024-06-16,Issue resolved quickly
SUP-11566,FNB,Golf04,In Progress,Low,1,129,2025-03-20,2024-07-15,Need follow-up
SUP-11567,FNC,Papa01,Closed,Low,4,86,2025-07-11,2024-01-12,Excellent support
SUP-11568,FNA,Yankee01,Pending,Low,1,86,2023-07-21,2024-01-04,Issue resolved quickly
SUP-11569,FNA,Bravo03,Closed,Medium,3,40,2024-04-27,2023-01-08,Pending customer feedback
SUP-11570,FNA,Yankee03,Open,High,4,32,2024-05-25,2023-12-02,Pending customer feedback
SUP-11571,FNB,Romeo04,Open,High,2,49,2023-01-23,2024-12-31,Excellent support
SUP-11572,FNA,Bravo03,Open,Medium,5,109,2023-09-01,2023-07-27,Excellent support
SUP-11573,FNA,Oscar03,Open,Low,5,105,2024-06-14,2023-07-13,Unclear communication
SUP-11574,FNC,Foxtrot01,Pending,Medium,1,19,2024-08-04,2023-08-22,Need follow-up
SUP-11575,FNC,Golf01,In Progress,Urgent,5,95,2024-05-25,2025-07-16,Customer waited too long
SUP-11576,FNA,Quebec03,Closed,High,3,95,2024-03-10,2025-04-12,Product feature missing
SUP-11577,FNA,Hotel04,Open,Medium,3,126,2024-02-09,2023-05-30,Need follow-up
SUP-11578,FNC,Lima04,In Progress,Urgent,2,116,2025-07-19,2024-08-06,Issue resolved quickly
SUP-11579,FNA,November03,Pending,Medium,1,96,2024-12-03,2023-10-31,Slow response time
SUP-11580,FNC,Sierra03,In Progress,Low,2,78,2023-08-29,2025-03-25,Excellent support
SUP-11581,FNC,Victor01,Closed,High,1,164,2025-03-04,2024-05-31,Pending customer feedback
SUP-11582,FNB,Xray04,In Progress,Urgent,4,133,2023-02-09,2024-08-20,Pending customer feedback
SUP-11583,FNC,Quebec02,Open,Urgent,2,145,2024-11-22,2023-07-23,Resolved after escalation
SUP-11584,FNC,Foxtrot03,Closed,Low,2,3,2024-11-28,2024-07-05,Resolved after escalation
SUP-11585,FNB,Lima01,Closed,Urgent,4,146,2023-12-07,2023-09-03,Need follow-up
SUP-11586,FNB,Charlie02,Closed,High,2,70,2025-07-27,2023-06-01,Slow response time
SUP-11587,FNB,Tango02,In Progress,Medium,4,128,2025-02-08,2024-12-31,Resolved after escalation
SUP-11588,FNB,November03,Pending,Low,3,69,2024-06-27,2023-05-09,Product feature missing
SUP-11589,FNB,Oscar04,Open,Medium,2,43,2024-01-15,2023-10-18,Issue resolved quickly
SUP-11590,FNA,Charlie01,Closed,Low,4,129,2025-05-01,2024-05-13,Customer waited too long
SUP-11591,FNB,Uniform03,Open,Urgent,4,148,2024-07-24,2023-04-20,Need follow-up
SUP-11592,FNC,Alpha03,Open,High,2,59,2025-05-08,2023-03-08,Resolved after escalation
SUP-11593,FNC,Hotel04,Closed,Urgent,2,136,2024-08-13,2024-03-20,Excellent support
SUP-11594,FNB,November02,Open,Low,5,161,2024-03-06,2024-08-08,Need follow-up
SUP-11595,FNA,Victor03,In Progress,Low,1,93,2025-04-18,2024-02-12,Excellent support
SUP-11596,FNA,Uniform03,Closed,High,5,98,2023-09-03,2023-08-05,Pending customer feedback
SUP-11597,FNC,Sierra04,Pending,Medium,1,147,2024-09-20,2023-03-23,Unclear communication
SUP-11598,FNC,Foxtrot03,In Progress,Medium,1,28,2023-08-26,2023-04-27,Customer waited too long
SUP-11599,FNC,Delta02,Closed,Medium,4,108,2024-12-21,2023-09-24,Pending customer feedback
SUP-11600,FNA,India04,Closed,Medium,5,73,2024-10-17,2023-07-19,Resolved after escalation
SUP-11601,FNA,Lima04,Pending,High,2,123,2024-04-24,2024-07-11,Helpful and responsive
SUP-11602,FNA,Quebec03,Open,Medium,2,124,2025-07-12,2023-09-09,Slow response time
SUP-11603,FNA,Charlie02,Open,Low,5,156,2024-04-04,2025-03-10,Resolved after escalation
SUP-11604,FNA,Victor02,Open,Urgent,3,1,2023-07-19,2023-05-07,Resolved after escalation
SUP-11605,FNB,Quebec04,Closed,Low,1,99,2025-07-26,2023-02-28,Excellent support
SUP-11606,FNB,Tango03,In Progress,Urgent,4,6,2024-01-11,2024-03-10,Customer waited too long
SUP-11607,FNA,Mike04,Open,Medium,3,45,2025-03-29,2023-01-27,Pending customer feedback
SUP-11608,FNA,Yankee03,In Progress,Urgent,4,81,2023-09-08,2023-09-24,Pending customer feedback
SUP-11609,FNA,Mike01,Open,Low,3,7,2023-05-04,2023-03-10,Slow response time
SUP-11610,FNA,Kilo04,Closed,Medium,4,48,2024-06-17,2023-05-26,Resolved after escalation
SUP-11611,FNA,Bravo01,Closed,Urgent,5,60,2024-06-28,2023-02-14,Issue resolved quickly
SUP-11612,FNB,Whiskey04,Open,Medium,2,60,2024-10-28,2024-09-22,Resolved after escalation
SUP-11613,FNB,Whiskey03,Pending,Low,2,24,2025-01-11,2023-11-27,Resolved after escalation
SUP-11614,FNA,Delta03,Closed,Low,4,82,2024-03-14,2025-03-19,Need follow-up
SUP-11615,FNB,Xray02,In Progress,Urgent,1,25,2024-03-02,2023-01-01,Product feature missing
SUP-11616,FNC,Bravo04,In Progress,Urgent,3,140,2023-01-22,2024-04-22,Need follow-up
SUP-11617,FNB,November03,Open,Urgent,4,20,2024-04-17,2024-01-19,Need follow-up
SUP-11618,FNC,Echo04,Open,Low,3,103,2024-08-16,2023-11-10,Need follow-up
SUP-11619,FNC,Tango01,Open,Urgent,3,13,2025-05-10,2025-03-28,Customer waited too long
SUP-11620,FNA,Bravo02,Pending,Low,4,33,2023-12-22,2023-12-09,Issue resolved quickly
SUP-11621,FNC,Alpha01,Closed,Low,1,23,2023-09-27,2024-09-28,Excellent support
SUP-11622,FNA,Lima02,In Progress,Urgent,1,25,2023-07-26,2024-01-11,Helpful and responsive
SUP-11623,FNB,Kilo02,In Progress,Medium,2,79,2025-04-10,2023-09-01,Product feature missing
SUP-11624,FNB,Uniform02,Closed,Low,1,34,2023-10-29,2024-11-07,Helpful and responsive
SUP-11625,FNC,Romeo02,Closed,Urgent,1,49,2023-03-07,2024-01-28,Product feature missing
SUP-11626,FNB,Mike01,Closed,High,1,56,2025-07-12,2025-03-08,Unclear communication
SUP-11627,FNB,Yankee04,In Progress,Medium,2,120,2024-03-15,2023-03-11,Customer waited too long
SUP-11628,FNA,Whiskey02,Closed,Urgent,5,147,2025-01-27,2024-10-08,Resolved after escalation
SUP-11629,FNC,India02,In Progress,Low,4,110,2023-03-13,2025-05-09,Excellent support
SUP-11630,FNC,Yankee04,Closed,High,4,97,2024-05-31,2025-03-26,Product feature missing
SUP-11631,FNA,Oscar01,Open,Low,5,150,2024-10-14,2025-07-22,Customer waited too long
SUP-11632,FNC,Echo01,Open,Low,4,79,2023-07-25,2025-02-07,Slow response time
SUP-11633,FNC,Whiskey01,Closed,Low,1,10,2025-02-23,2024-08-31,Resolved after escalation
SUP-11634,FNB,Papa03,Pending,Medium,1,6,2023-11-07,2023-11-27,Unclear communication
SUP-11635,FNA,Papa01,Open,High,4,64,2025-01-14,2024-03-11,Customer waited too long
SUP-11636,FNC,Oscar03,Open,Medium,4,129,2024-08-25,2025-01-06,Slow response time
SUP-11637,FNA,Whiskey04,Closed,Urgent,1,142,2025-01-08,2023-08-29,Product feature missing
SUP-11638,FNC,Tango03,Open,Medium,5,38,2023-09-17,2023-12-17,Resolved after escalation
SUP-11639,FNC,Alpha04,Closed,Medium,5,132,2024-07-04,2025-06-14,Need follow-up
SUP-11640,FNA,Whiskey03,In Progress,High,5,1,2024-06-03,2025-06-05,Pending customer feedback
SUP-11641,FNA,India01,Open,Medium,4,167,2023-07-19,2024-02-22,Issue resolved quickly
SUP-11642,FNA,Echo04,Pending,Low,3,36,2023-04-19,2025-04-26,Unclear communication
SUP-11643,FNA,Foxtrot01,Open,High,4,101,2025-05-13,2025-02-24,Issue resolved quickly
SUP-11644,FNA,Kilo01,Open,Low,4,42,2024-04-02,2024-11-27,Product feature missing
SUP-11645,FNB,Sierra02,Open,Low,2,40,2023-11-22,2024-08-28,Pending customer feedback
SUP-11646,FNA,Kilo04,In Progress,High,2,55,2025-04-21,2024-01-20,Pending customer feedback
SUP-11647,FNC,Hotel04,Closed,Urgent,1,72,2023-11-30,2024-03-21,Customer waited too long
SUP-11648,FNC,Papa04,Closed,Urgent,5,54,2024-03-14,2023-11-18,Resolved after escalation
